month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,source_file,source_row_number,month_date,failure_reason,remaining_lease_years,remaining_lease_months,remaining_lease_recomputed,remaining_lease_as_of_date
2012-04,JURONG EAST,3 ROOM,303,JURONG EAST ST 32,01 TO 05,67.0,New Generation,1983,,330000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3262,2012-04-01,DUPLICATE_LOWER_PRICE,55,6,55 years 06 months,2026-07-18
2012-04,JURONG WEST,3 ROOM,121,YUAN CHING RD,01 TO 05,61.0,Improved,1974,,280000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3296,2012-04-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2012-04,JURONG WEST,5 ROOM,625,JURONG WEST ST 61,06 TO 10,110.0,Improved,2001,,503888.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3424,2012-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2012-04,JURONG WEST,5 ROOM,625,JURONG WEST ST 61,06 TO 10,110.0,Improved,2001,,490000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3414,2012-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2012-04,JURONG WEST,EXECUTIVE,630,JURONG WEST ST 65,06 TO 10,130.0,Apartment,2001,,580000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3451,2012-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2012-04,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,06 TO 10,68.0,Improved,1972,,370000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3482,2012-04-01,DUPLICATE_LOWER_PRICE,44,6,44 years 06 months,2026-07-18
2012-04,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,06 TO 10,60.0,Standard,1969,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3476,2012-04-01,DUPLICATE_LOWER_PRICE,41,6,41 years 06 months,2026-07-18
2012-04,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 20,65.0,Improved,1974,,366000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3481,2012-04-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2012-04,KALLANG/WHAMPOA,4 ROOM,42,CAMBRIDGE RD,01 TO 05,91.0,New Generation,1982,,470000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3493,2012-04-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2012-04,MARINE PARADE,3 ROOM,34,MARINE CRES,06 TO 10,59.0,Improved,1975,,377000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3522,2012-04-01,DUPLICATE_LOWER_PRICE,47,6,47 years 06 months,2026-07-18
2012-04,PUNGGOL,4 ROOM,195D,PUNGGOL RD,01 TO 05,90.0,Premium Apartment,2007,,473000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3627,2012-04-01,DUPLICATE_LOWER_PRICE,79,6,79 years 06 months,2026-07-18
2012-04,PUNGGOL,5 ROOM,130,EDGEDALE PLAINS,06 TO 10,111.0,Premium Apartment,2003,,513000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3643,2012-04-01,DUPLICATE_LOWER_PRICE,75,6,75 years 06 months,2026-07-18
2012-04,PUNGGOL,5 ROOM,652,PUNGGOL CTRL,11 TO 15,110.0,Premium Apartment,2005,,588000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3676,2012-04-01,DUPLICATE_LOWER_PRICE,77,6,77 years 06 months,2026-07-18
2012-04,QUEENSTOWN,3 ROOM,171,STIRLING RD,11 TO 15,60.0,Improved,1970,,367000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3698,2012-04-01,DUPLICATE_LOWER_PRICE,42,6,42 years 06 months,2026-07-18
2012-04,QUEENSTOWN,3 ROOM,9,HOLLAND AVE,06 TO 10,65.0,Improved,1974,,417000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3711,2012-04-01,DUPLICATE_LOWER_PRICE,46,6,46 years 06 months,2026-07-18
2012-04,SENGKANG,4 ROOM,188B,RIVERVALE DR,06 TO 10,96.0,Model A,2000,,407000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3779,2012-04-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2012-04,SENGKANG,4 ROOM,264F,COMPASSVALE BOW,11 TO 15,92.0,Premium Apartment,2008,,565000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3895,2012-04-01,DUPLICATE_LOWER_PRICE,80,6,80 years 06 months,2026-07-18
2012-04,SENGKANG,5 ROOM,192A,RIVERVALE DR,01 TO 05,115.0,Improved,2000,,453000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3812,2012-04-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2012-04,SENGKANG,5 ROOM,201D,COMPASSVALE DR,01 TO 05,110.0,Improved,2001,,500000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3849,2012-04-01,DUPLICATE_LOWER_PRICE,73,6,73 years 06 months,2026-07-18
2012-04,SENGKANG,5 ROOM,319A,ANCHORVALE DR,06 TO 10,110.0,Improved,2002,,525000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3871,2012-04-01,DUPLICATE_LOWER_PRICE,74,6,74 years 06 months,2026-07-18
2012-04,SENGKANG,5 ROOM,403C,FERNVALE LANE,01 TO 05,111.0,Premium Apartment,2004,,480000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3831,2012-04-01,DUPLICATE_LOWER_PRICE,76,6,76 years 06 months,2026-07-18
2012-04,TAMPINES,3 ROOM,262,TAMPINES ST 21,06 TO 10,74.0,Model A,1984,,392000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3976,2012-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-04,TAMPINES,3 ROOM,915,TAMPINES ST 91,11 TO 15,73.0,Model A,1984,,360000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3957,2012-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-04,TAMPINES,4 ROOM,140,TAMPINES ST 12,06 TO 10,91.0,New Generation,1984,,452000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4009,2012-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-04,TAMPINES,4 ROOM,148,SIMEI ST 1,01 TO 05,84.0,Simplified,1988,,410000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3983,2012-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2012-04,TAMPINES,4 ROOM,265,TAMPINES ST 21,01 TO 05,103.0,Model A,1984,,463000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4020,2012-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-04,TAMPINES,4 ROOM,338,TAMPINES ST 33,06 TO 10,107.0,Model A,1995,,420000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",3987,2012-04-01,DUPLICATE_LOWER_PRICE,67,6,67 years 06 months,2026-07-18
2012-04,TOA PAYOH,3 ROOM,194,KIM KEAT AVE,01 TO 05,66.0,Improved,1973,,284000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4099,2012-04-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2012-04,TOA PAYOH,3 ROOM,203,TOA PAYOH NTH,06 TO 10,65.0,Improved,1982,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4111,2012-04-01,DUPLICATE_LOWER_PRICE,54,6,54 years 06 months,2026-07-18
2012-04,TOA PAYOH,3 ROOM,207,TOA PAYOH NTH,06 TO 10,65.0,Improved,1973,,355000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4119,2012-04-01,DUPLICATE_LOWER_PRICE,45,6,45 years 06 months,2026-07-18
2012-04,TOA PAYOH,4 ROOM,227,LOR 8 TOA PAYOH,01 TO 05,82.0,Improved,1976,,375000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4124,2012-04-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2012-04,WOODLANDS,3 ROOM,145,WOODLANDS ST 13,06 TO 10,68.0,New Generation,1985,,310000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4179,2012-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2012-04,WOODLANDS,3 ROOM,15,MARSILING LANE,01 TO 05,65.0,Improved,1976,,280000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4167,2012-04-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2012-04,WOODLANDS,4 ROOM,171,WOODLANDS ST 11,06 TO 10,91.0,New Generation,1985,,363000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4212,2012-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2012-04,WOODLANDS,4 ROOM,428,WOODLANDS ST 41,01 TO 05,104.0,Model A,1996,,385000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4233,2012-04-01,DUPLICATE_LOWER_PRICE,68,6,68 years 06 months,2026-07-18
2012-04,WOODLANDS,4 ROOM,665,WOODLANDS RING RD,01 TO 05,85.0,Model A2,2000,,360000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4211,2012-04-01,DUPLICATE_LOWER_PRICE,72,6,72 years 06 months,2026-07-18
2012-04,WOODLANDS,5 ROOM,167,WOODLANDS ST 11,01 TO 05,135.0,Model A,1994,,457000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4327,2012-04-01,DUPLICATE_LOWER_PRICE,66,6,66 years 06 months,2026-07-18
2012-04,YISHUN,3 ROOM,397,YISHUN AVE 6,01 TO 05,73.0,Model A,1989,,297000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4379,2012-04-01,DUPLICATE_LOWER_PRICE,61,6,61 years 06 months,2026-07-18
2012-04,YISHUN,3 ROOM,704,YISHUN AVE 5,01 TO 05,68.0,New Generation,1984,,318000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4391,2012-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-04,YISHUN,3 ROOM,736,YISHUN ST 72,01 TO 05,67.0,New Generation,1984,,321000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4397,2012-04-01,DUPLICATE_LOWER_PRICE,56,6,56 years 06 months,2026-07-18
2012-04,YISHUN,3 ROOM,740,YISHUN AVE 5,06 TO 10,67.0,New Generation,1985,,341000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4423,2012-04-01,DUPLICATE_LOWER_PRICE,57,6,57 years 06 months,2026-07-18
2012-04,YISHUN,4 ROOM,439,YISHUN AVE 11,06 TO 10,84.0,Simplified,1988,,331000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4409,2012-04-01,DUPLICATE_LOWER_PRICE,60,6,60 years 06 months,2026-07-18
2012-05,BEDOK,3 ROOM,510,BEDOK NTH ST 3,01 TO 05,67.0,New Generation,1979,,309000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4629,2012-05-01,DUPLICATE_LOWER_PRICE,51,6,51 years 06 months,2026-07-18
2012-05,BUKIT BATOK,3 ROOM,152,BT BATOK ST 11,01 TO 05,67.0,New Generation,1998,,285000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4788,2012-05-01,DUPLICATE_LOWER_PRICE,70,6,70 years 06 months,2026-07-18
2012-05,BUKIT BATOK,3 ROOM,539,BT BATOK ST 52,06 TO 10,73.0,Model A,1987,,340000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4818,2012-05-01,DUPLICATE_LOWER_PRICE,59,6,59 years 06 months,2026-07-18
2012-05,BUKIT BATOK,4 ROOM,189,BT BATOK WEST AVE 6,01 TO 05,100.0,Model A,1997,,488000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4858,2012-05-01,DUPLICATE_LOWER_PRICE,69,6,69 years 06 months,2026-07-18
2012-05,BUKIT MERAH,3 ROOM,22,HAVELOCK RD,06 TO 10,64.0,Standard,1969,,395000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4910,2012-05-01,DUPLICATE_LOWER_PRICE,41,6,41 years 06 months,2026-07-18
2012-05,BUKIT MERAH,3 ROOM,44,TELOK BLANGAH DR,01 TO 05,65.0,Improved,1976,,335000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4891,2012-05-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2012-05,BUKIT MERAH,3 ROOM,7,EVERTON PK,01 TO 05,82.0,New Generation,1980,,457000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4924,2012-05-01,DUPLICATE_LOWER_PRICE,52,6,52 years 06 months,2026-07-18
2012-05,BUKIT MERAH,4 ROOM,40,TELOK BLANGAH RISE,01 TO 05,82.0,Improved,1976,,435000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4919,2012-05-01,DUPLICATE_LOWER_PRICE,48,6,48 years 06 months,2026-07-18
2012-05,BUKIT MERAH,4 ROOM,48,LENGKOK BAHRU,06 TO 10,84.0,Simplified,1986,,488000.0,"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014.csv",4934,2012-05-01,DUPLICATE_LOWER_PRICE,58,6,58 years 06 months,2026-07-18
